5.288638708418460510e-01,5.660386057833451945e-01,5.918143618146876062e-01,6.129400275087757421e-01,6.288902583244800892e-01,6.427303237717737483e-01,6.558248740844940805e-01,6.670961473965246746e-01,6.768815878956569998e-01,6.814075929552805277e-01,6.874898253828956030e-01
5.514862549709501627e-01,5.931450268664674175e-01,6.335089405376925775e-01,6.687770540321233970e-01,6.874505171576527074e-01,7.009856705616367423e-01,7.044467312003050985e-01,7.016910288200813861e-01,6.997194279346007351e-01,6.983688536738380526e-01,6.968482755235856363e-01
5.806925359403405373e-01,6.150670428039370918e-01,6.347262687326052921e-01,6.466786022449317883e-01,6.539341896783391617e-01,6.582314919247966856e-01,6.601436311519142119e-01,6.606441440602548454e-01,6.601825182079443799e-01,6.596473244704562644e-01,6.595779027934877137e-01
4.935514817383652164e-01,5.390032176908584605e-01,5.713455638975785122e-01,5.944863944787425192e-01,6.111942840203049565e-01,6.231494541871239745e-01,6.309999604246090410e-01,6.367042756143680426e-01,6.399710925816882723e-01,6.425316303837077525e-01,6.445066001785866305e-01
4.093906370722719679e-01,4.415134180879263792e-01,4.781820909499172600e-01,5.162530948880433845e-01,5.524912740603724615e-01,5.878647617488582666e-01,6.194484061694731647e-01,6.356272545063179624e-01,6.358119641730651805e-01,6.319964636629681332e-01,6.362337576906534897e-01
3.832461087025259561e-01,3.726591433660619290e-01,3.884592300718089919e-01,4.289544645339155582e-01,4.813479126243148665e-01,5.342914462944660103e-01,5.846305938813869396e-01,6.266628026787478545e-01,6.565183213190551870e-01,6.747156277849427619e-01,6.812815442893933593e-01
3.866214224842868807e-01,3.483659442975358123e-01,3.511115525688354166e-01,3.857419558125149694e-01,4.297317658514366867e-01,4.749820972327730706e-01,5.215120780050325200e-01,5.705689200393055938e-01,6.171363410222944212e-01,6.520252599139849670e-01,6.716548073629086124e-01
3.897108890914174339e-01,3.499073507365123570e-01,3.631378097364699742e-01,4.053186654061525229e-01,4.476151316761680654e-01,4.828294544585985948e-01,5.148550536611431472e-01,5.502946528935899195e-01,5.902612066233078325e-01,6.346591103581722404e-01,6.727126937521684669e-01
3.910662630044389743e-01,3.582395351491925450e-01,3.848003358741037827e-01,4.395898660959575710e-01,4.917700307078676225e-01,5.332062116207265667e-01,5.651897409891802893e-01,5.936823145094090037e-01,6.243909396704201420e-01,6.565656347518576963e-01,6.915916234525691930e-01
3.916334633908975515e-01,3.626585679666206041e-01,3.954722112535590806e-01,4.570351604798080780e-01,5.171158517654271813e-01,5.674507708698991459e-01,6.084849707371108307e-01,6.437655250316411948e-01,6.787688764107591144e-01,7.124823499471543142e-01,7.436475590301504512e-01
