5.119757413263558155e-01,4.980052066856524573e-01,4.822978176132944328e-01,4.670943157996366168e-01,4.522567716383630310e-01,4.373235933973682044e-01,4.238235016549860568e-01,4.126532119363394702e-01,4.034516572521444910e-01,3.955717110583064078e-01,3.888067557161772880e-01
3.587288571687664573e-01,3.638400488222348628e-01,3.655137736929469083e-01,3.651682512655988755e-01,3.648694710988865109e-01,3.640656047849513133e-01,3.624414088734371209e-01,3.603396216147660147e-01,3.580450212766150830e-01,3.551855516386625000e-01,3.528507953017770427e-01
3.486253997408265137e-01,3.573950366392421030e-01,3.661017375321443112e-01,3.744340682792594022e-01,3.815507724895684794e-01,3.873118540692346845e-01,3.917342318033456006e-01,3.949421411691689254e-01,3.972718254184208764e-01,3.988545097974552922e-01,3.993030742318335324e-01
3.382008608002623484e-01,3.496546033456257030e-01,3.636093082481758332e-01,3.766950703197387562e-01,3.874785491034057894e-01,3.958212259827070811e-01,4.019313304141119980e-01,4.062349830825136565e-01,4.090345643098509676e-01,4.108528016449036757e-01,4.119065620075191836e-01
3.245429752379458965e-01,3.358127793491259561e-01,3.529865273945055337e-01,3.698548625609128226e-01,3.842022514083844320e-01,3.953999288019289238e-01,4.034000738800710972e-01,4.090647994951553956e-01,4.131955578425579034e-01,4.157353524604868178e-01,4.172818257797880626e-01
3.145368588509221408e-01,3.261333418847096044e-01,3.464898026833213018e-01,3.661945794964224787e-01,3.817657816210096589e-01,3.938526643711315334e-01,4.027506296469194336e-01,4.091857083370660786e-01,4.141319460951615183e-01,4.178234611217346295e-01,4.201426535880961044e-01
3.088986995853262862e-01,3.226799421582698391e-01,3.452006617030326519e-01,3.653115390694239295e-01,3.803474154460170786e-01,3.920239850170613716e-01,4.008989234393207646e-01,4.077630029363510933e-01,4.132727028144695947e-01,4.177100950853973038e-01,4.210235307972301499e-01
3.072306928591698738e-01,3.233291714493747304e-01,3.459724889111965296e-01,3.653845503500434133e-01,3.796195454351301013e-01,3.904044141160555315e-01,3.989790647883095787e-01,4.058478686469169094e-01,4.117116897317370516e-01,4.167271203077420605e-01,4.207750707464323336e-01
3.081776230599196365e-01,3.243972567672924745e-01,3.468394958622873503e-01,3.655242572516955724e-01,3.792543652509987595e-01,3.893013556725828384e-01,3.973135670790576834e-01,4.042305763192041157e-01,4.098863184392571579e-01,4.149950876661906984e-01,4.194527740021273821e-01
3.093105874837775993e-01,3.263143928932520366e-01,3.481725412728482461e-01,3.661970496901766348e-01,3.793319667987986032e-01,3.888200729129729916e-01,3.960607203141784383e-01,4.025095177801572000e-01,4.085372610035538088e-01,4.134400262885292721e-01,4.179394423705830031e-01
