5.901027318883067529e-01,5.914236247200885810e-01,5.919491467138734420e-01,5.921648327057229544e-01,5.922602024315107849e-01,5.924318755361709377e-01,5.928062580868234122e-01,5.930590812477500862e-01,5.933300095656732775e-01,5.931343645133912990e-01,5.931698735857067195e-01
6.367600822056519450e-01,6.272125976153841709e-01,6.198257473382576821e-01,6.124894593131294807e-01,6.069163036881413120e-01,6.023521666158517807e-01,5.984456777434603580e-01,5.953170601942023854e-01,5.928572260820669237e-01,5.913290034649576477e-01,5.899899732326103763e-01
6.578571313416485822e-01,6.528434546174550768e-01,6.471878144111202769e-01,6.413370010998952209e-01,6.354327384882680896e-01,6.290245980323838637e-01,6.233682041507919713e-01,6.181458888827761067e-01,6.135292998815915499e-01,6.089919905311336201e-01,6.047313047365465710e-01
6.888987747818271501e-01,6.835583049220100849e-01,6.761644154618812186e-01,6.672204884873937925e-01,6.588044610102493648e-01,6.508847033296221163e-01,6.436218031917333438e-01,6.367381125112669960e-01,6.307308014839341226e-01,6.243948156797092253e-01,6.189254527681274931e-01
7.064524812653126817e-01,7.041933868617875625e-01,6.964145403917175736e-01,6.860331684537422925e-01,6.736276078520608834e-01,6.621554739457871097e-01,6.529418234860652204e-01,6.453320821384112005e-01,6.388856790041694822e-01,6.335310108364664572e-01,6.282929088758795189e-01
7.211612442329642381e-01,7.153381846750270778e-01,7.016794702041313503e-01,6.859953886225458319e-01,6.707687233351797840e-01,6.588805186599657748e-01,6.498987231260630049e-01,6.428598219230974298e-01,6.367383828735968532e-01,6.306610090508011357e-01,6.249563721214566048e-01
7.206379876691743069e-01,7.067378767135632511e-01,6.868449509910142803e-01,6.696156916258866332e-01,6.546582924955768323e-01,6.423294292025883978e-01,6.334726420338764319e-01,6.274493150244002670e-01,6.221224040543353873e-01,6.168712028744566256e-01,6.119016101589591639e-01
7.021181363519568563e-01,6.836768385710014773e-01,6.628406807234443754e-01,6.459275647992107627e-01,6.314274586711513537e-01,6.188165469031172705e-01,6.096435174252863298e-01,6.043152080467697473e-01,5.999106537424869767e-01,5.957739871642284690e-01,5.922471252595528091e-01
6.845470331555285615e-01,6.680079773411271571e-01,6.475783383409016158e-01,6.301933268989269310e-01,6.150383337016056551e-01,6.019631872195068123e-01,5.914805351697621782e-01,5.836519271666360531e-01,5.796263334662342670e-01,5.753591030814797502e-01,5.721695361866241392e-01
6.771008545841856741e-01,6.613598117111896268e-01,6.406469439672834998e-01,6.222540543977056471e-01,6.060347685291112008e-01,5.921805140248623811e-01,5.814533773776991987e-01,5.725015964183987061e-01,5.675715008346560175e-01,5.620051797839553664e-01,5.571681420250761407e-01
