5.941020323024451821e-01,6.021691959695119056e-01,6.153686112497633864e-01,6.290231785271866993e-01,6.415693992374931209e-01,6.533753969945014228e-01,6.641081181520547272e-01,6.729090800217450985e-01,6.800341443820667742e-01,6.861611554509406963e-01,6.915275167379453247e-01
7.121009376009110881e-01,7.083776272448042421e-01,7.103929677158522527e-01,7.157242350798873609e-01,7.210024600850548637e-01,7.265189316457141278e-01,7.325202154940749777e-01,7.376075208489312196e-01,7.413001277458338700e-01,7.448182048949308909e-01,7.476314890000995694e-01
7.376829232510317969e-01,7.427412339383523410e-01,7.475375486816333570e-01,7.510259939776642302e-01,7.536972729976254559e-01,7.560392193631946256e-01,7.578803270140419546e-01,7.595185262232826418e-01,7.606663403296616277e-01,7.615451733219330555e-01,7.622090870869482337e-01
7.476774995359576348e-01,7.547731064073924800e-01,7.599796530464288935e-01,7.645122336606110514e-01,7.676843966414144127e-01,7.695536003976519712e-01,7.706966949727991345e-01,7.714053645783903734e-01,7.716824594018784067e-01,7.716534238879183549e-01,7.714487671885374986e-01
7.517632307471975306e-01,7.600425410098801127e-01,7.655682087508013378e-01,7.702598491311496431e-01,7.732239706678859514e-01,7.747378523181884802e-01,7.753452351781038310e-01,7.755329087043347780e-01,7.755341918200111540e-01,7.753054492262034803e-01,7.749748336249109304e-01
7.569814006860984268e-01,7.655531204811405477e-01,7.704482833980796919e-01,7.733412982699238158e-01,7.756219158623853804e-01,7.767236284825169701e-01,7.771954752826495394e-01,7.770805754011043120e-01,7.765680138445218983e-01,7.761017943339232339e-01,7.756383706710763271e-01
7.620139570463659862e-01,7.686814493644786861e-01,7.711339192778428053e-01,7.729241091946510434e-01,7.752026492355276188e-01,7.762869295567305095e-01,7.766713564747197429e-01,7.767310787633753266e-01,7.762211345456945244e-01,7.754793363486371938e-01,7.748318290411910780e-01
7.642064527155991716e-01,7.678974222924874748e-01,7.700006890013870731e-01,7.718338293847319953e-01,7.742709741477171725e-01,7.757106234612526352e-01,7.759326472916067141e-01,7.759693030311114459e-01,7.757518113508918844e-01,7.749894521183533502e-01,7.740892297616890350e-01
7.633835666251169716e-01,7.677581583328538795e-01,7.697656471295616365e-01,7.717651952247905900e-01,7.741218393162796474e-01,7.759486304006478763e-01,7.764377270749274196e-01,7.759516523913246866e-01,7.758196768627569906e-01,7.751695979333148578e-01,7.740857273218819667e-01
7.626384775844523567e-01,7.662348626389062778e-01,7.687560987879661356e-01,7.712284367094891513e-01,7.739019937927728021e-01,7.760160033830434401e-01,7.772132156788387203e-01,7.770601451178841268e-01,7.760952130809397609e-01,7.756181622654528818e-01,7.746493895759938297e-01
