2.395693292921890760e-01,2.139319492734930162e-01,2.010994592500720268e-01,1.912668955877458166e-01,1.875377925352291197e-01,1.872533091357531376e-01,1.867662827296077133e-01,1.859685118370823231e-01,1.851581099645556450e-01,1.852700413370372001e-01,1.846036299545055492e-01
2.591374348793139548e-01,2.306849043809002242e-01,2.091517810200783922e-01,1.922209838730247200e-01,1.837539464359939367e-01,1.787571769828191215e-01,1.776042718492854833e-01,1.784701842906726288e-01,1.791618071231900200e-01,1.800315032548456817e-01,1.808727356437439537e-01
2.304586340500642261e-01,2.125118345497433725e-01,2.026344969011682207e-01,1.966721682161628459e-01,1.930498926984090535e-01,1.907382922752010601e-01,1.894319376606616312e-01,1.884663147660005089e-01,1.877484516152597427e-01,1.871166245546670714e-01,1.865178816489138081e-01
2.687346545619257454e-01,2.410393922683452539e-01,2.246641050655496241e-01,2.137589077158692230e-01,2.061293369135293319e-01,2.008704316745988372e-01,1.970670490687700394e-01,1.940750191106460076e-01,1.920080874795635495e-01,1.902706393839729004e-01,1.889611028270757886e-01
3.219952282135055688e-01,2.875125310313360050e-01,2.634706133373380665e-01,2.432270129832577177e-01,2.251386529803573733e-01,2.083680999492667218e-01,1.948127469140418233e-01,1.879918433364369812e-01,1.869893182185279334e-01,1.877950280897367485e-01,1.862708903080986245e-01
4.067520342869145877e-01,3.691239480418901930e-01,3.284799649399617882e-01,2.880347441437329237e-01,2.514642236053249991e-01,2.221118171445764233e-01,1.989747484830098334e-01,1.830532900966300724e-01,1.728053084556820107e-01,1.667782366009353534e-01,1.645800572796208283e-01
5.307174114215889027e-01,4.473176176159043838e-01,3.670566373852664488e-01,3.113046703641061397e-01,2.710024877780408681e-01,2.390663100198255619e-01,2.126032212609549332e-01,1.907369968745031286e-01,1.736827824863175496e-01,1.627270665360525670e-01,1.571023624974781652e-01
5.643027200282062505e-01,4.152046893452195353e-01,3.236269952401275019e-01,2.725865927225754604e-01,2.407643558505869752e-01,2.180849926204706801e-01,1.996574603983996554e-01,1.832627822070835300e-01,1.678807161618587618e-01,1.537109269796501920e-01,1.436906644256263355e-01
5.024882857457435570e-01,3.591908385971146478e-01,2.789786333798530693e-01,2.324693962427810678e-01,2.024723130675578076e-01,1.815256096777835837e-01,1.663533890894409728e-01,1.545701726683216259e-01,1.443161071490484115e-01,1.350152498816364344e-01,1.266685288714913260e-01
4.621079087002213370e-01,3.350263395120603449e-01,2.599038254519251967e-01,2.141433552858318379e-01,1.831152676963633819e-01,1.606611632831948522e-01,1.441883395773098375e-01,1.318482004593855006e-01,1.217794987956790642e-01,1.134313288270272779e-01,1.068157894813668990e-01
