3.670000000000000000e+02,5.490208333333334023e-01,5.022008053856552579e-07,1.241546124219894409e-02,1.632814481854438782e-02,1.632861793041229248e-02,1.671180129051208496e-02,1.233961805701255798e-02
3.680000000000000000e+02,3.036041666666666750e-01,4.917383193969726562e-07,4.576988518238067627e-03,5.961131304502487183e-03,5.962304770946502686e-03,6.907251197844743729e-03,3.387350589036941528e-03
3.690000000000000000e+02,2.248750000000000193e-01,4.917383193969726562e-07,6.022468674927949905e-03,5.931752733886241913e-03,5.936067551374435425e-03,8.330855518579483032e-03,2.221171976998448372e-03
3.700000000000000000e+02,2.232291666666666730e-01,4.917383193969726562e-07,8.234143257141113281e-03,7.372919470071792603e-03,7.383528165519237518e-03,1.196698006242513657e-02,1.669274177402257919e-03
3.710000000000000000e+02,1.979166666666666574e-01,4.917383193969726562e-07,9.689498692750930786e-03,7.887346670031547546e-03,7.903060875833034515e-03,1.427039410918951035e-02,1.829029060900211334e-03
3.720000000000000000e+02,1.680208333333333137e-01,4.917383193969726562e-07,7.565859705209732056e-03,5.968754179775714874e-03,5.983882583677768707e-03,1.163549255579710007e-02,1.504397485405206680e-03
3.730000000000000000e+02,1.207291666666666652e-01,4.917383193969726562e-07,6.408712361007928848e-03,4.689721390604972839e-03,4.705572500824928284e-03,1.002558041363954544e-02,1.316868816502392292e-03
3.740000000000000000e+02,1.173333333333333311e-01,4.917383193969726562e-07,1.016297936439514160e-02,7.096326909959316254e-03,7.122920360416173935e-03,1.619892381131649017e-02,2.175613539293408394e-03
3.750000000000000000e+02,1.449375000000000246e-01,4.917383193969726562e-07,5.907020531594753265e-03,4.357873462140560150e-03,4.377433564513921738e-03,1.135043986141681671e-02,1.493773888796567917e-03
3.760000000000000000e+02,8.454166666666666774e-02,4.917383193969726562e-07,3.065905068069696426e-03,1.609369064681231976e-03,1.619212795048952103e-03,5.157775245606899261e-03,6.896886043250560760e-04
