dates,Rainf,Evap,TVeg,ESoil,ECanop,Qs,Qsb,Qrecharge,soil_storage_chg
2013-12-31,866.0,571.2668,387.69223,163.94019,19.634348,0.013480152,4.5021543e-06,110.605705,185.71422066925254
2014-12-31,651.4,559.9983,396.98044,138.45049,24.567377,0.0029778641,5.8934806e-06,61.774067,32.5041946570077
2015-12-31,1065.0,623.6396,402.02493,204.09903,17.515657,0.030865932,3.5208297e-05,396.05292,49.12970403830195
2016-12-31,867.8,631.8381,449.47665,165.55522,16.806189,0.027835567,0.00010685111,339.05768,-99.92736929655075
2017-12-31,664.2,539.5245,373.47342,138.1452,27.905857,0.009503864,0.00018826358,182.39468,-56.43161924680089
2018-12-31,654.4,494.27368,350.9568,123.286736,20.030159,0.009496716,0.00017461668,9.148908,151.8574826320014
2019-12-31,354.0,334.96753,208.43349,112.67386,13.860174,0.002809575,0.00015306262,77.92888,0.0
